,created_at,id_str,conversation_id_str,full_text,lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls,media,emoji_list,emoticons_list,preprocessed_created_at,preprocessed_data
0,2021-05-15T18:27:35+00:00,1393634179930214401,1393634179930214401,"💛❤️ R E S I S T E N C I A 💛💙❤️
Queremos un futuro digno
#ParoNacional #ParoNacional15M #ColombiaSOS #ColombiaResiste #ColombiaDDHH https://t.co/beKO1qSZMW",es,False,False,1,2,0,0,,,,1389389028785631235,Distritoestbog,Distritoestudiantil,False,,,"#ParoNacional , #ParoNacional15M , #ColombiaSOS , #ColombiaResiste , #ColombiaDDHH",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1393633613829320708/pu/img/jzWxFcc6RJfOguww.jpg"", ""type"": ""photo""}]",['💛❤💛💙❤'],[':/'],2021-05-15,"['i', 't', 'n', 'i', 'querer', 'futuro', 'digno', 'paronacional', 'paronacional', 'colombiaso', 'colombiaresiste', 'colombiaddhh']"
1,2021-05-15T14:03:51+00:00,1393567807632195584,1393408901299703812,"@PaulinaVLackner @Ladelascuentas @RamirezAnllel @ONU_es @IntlCrimCourt @ONUHumanRights @RepMcGovern @AOC @CIDH @alemEmbajador @AmnistiaOnline @UN abuso del poder #ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol  @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @TembloresOng @ActualidadRT  @DefenderLiberta",es,False,False,2,0,0,0,,,,702564560608370688,sontohi,Sonia,False,1.3934642784773857e+18,606068813.0,#ColombiaDDHH,"PaulinaVLackner , Ladelascuentas , RamirezAnllel , ONU_es , IntlCrimCourt , ONUHumanRights , RepMcGovern , AOC , CIDH , alemEmbajador , AmnistiaOnline , UN , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , TembloresOng , ActualidadRT , DefenderLiberta",,[],[''],[],2021-05-15,"['abuso', 'poder', 'colombiaddhh']"
2,2021-05-15T14:01:55+00:00,1393567321143263235,1393408901299703812,"@RamirezAnllel abuso del poder #ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol  @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @TembloresOng @ActualidadRT  @DefenderLiberta",es,False,False,0,0,0,0,,,,702564560608370688,sontohi,Sonia,False,1.3934089012997038e+18,1.2654047580655862e+18,#ColombiaDDHH,"RamirezAnllel , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , TembloresOng , ActualidadRT , DefenderLiberta",,[],[''],[],2021-05-15,"['abuso', 'poder', 'colombiaddhh']"
3,2021-05-15T02:17:28+00:00,1393390042039689219,1393390042039689219,"No sé dónde es, pero que valentía la de los jóvenes a quienes debería escuchar el estado.
#NosEstanMantando
#ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @AmnistiaOnline @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH  @TembloresOng https://t.co/ok6OAjCCBh",es,False,False,1,1,0,0,,,,1347943998762201091,1285DJ,ツ,False,,,"#NosEstanMantando , #ColombiaDDHH","nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , AmnistiaOnline , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , TembloresOng",,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1393389778046013441/pu/img/ttyRouRgtbelu9Qa.jpg"", ""type"": ""photo""}]",[''],[':/'],2021-05-15,"['valentia', 'joven', 'deberir', 'escuchar', 'nosestanmantar', 'colombiaddhh']"
4,2021-05-15T00:50:45+00:00,1393368217716932611,1393340191771926534,"@edladino_ @jclopezcastri @intiasprilla @PizarroMariaJo abuso del poder #ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol  @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @TembloresOng @ActualidadRT  @DefenderLiberta",es,False,False,1,1,0,0,,,,702564560608370688,sontohi,Sonia,False,1.3933401917719265e+18,315645132.0,#ColombiaDDHH,"edladino_ , jclopezcastri , intiasprilla , PizarroMariaJo , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , TembloresOng , ActualidadRT , DefenderLiberta",,[],[''],[],2021-05-15,"['abuso', 'poder', 'colombiaddhh']"
5,2021-05-15T00:20:15+00:00,1393360541360472065,1393352391995666448,"@sontohi @gomez_cap @GustavoBolivar @petrogustavo @Wilsonarias @JulianRoman @TembloresOng @Margaritarosadf @nytimes @UnivisionNews @bbcmundo @CNN @ABC @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol @ONUHumanRights @cerosetenta @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @ActualidadRT @DefenderLiberta abuso del poder #ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol  @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @TembloresOng @ActualidadRT  @DefenderLiberta",es,False,False,0,0,0,0,,,,970739911648301057,jacer003,Relajaaaooo,False,1.3933576659931668e+18,7.025645606083707e+17,#ColombiaDDHH,"sontohi , gomez_cap , GustavoBolivar , petrogustavo , Wilsonarias , JulianRoman , TembloresOng , Margaritarosadf , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , ActualidadRT , DefenderLiberta , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , TembloresOng , ActualidadRT , DefenderLiberta",,[],[''],[],2021-05-15,"['abuso', 'poder', 'colombiaddhh']"
6,2021-05-15T00:17:48+00:00,1393359927964471298,1393335588875612162,"@pictu_15 @Contagioradio1 @Justiciaypazcol abuso del poder #ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol  @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @TembloresOng @ActualidadRT  @DefenderLiberta",es,False,False,0,1,0,0,,,,702564560608370688,sontohi,Sonia,False,1.393340713765593e+18,1.1317186027454218e+18,#ColombiaDDHH,"pictu_15 , Contagioradio1 , Justiciaypazcol , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , TembloresOng , ActualidadRT , DefenderLiberta",,[],[''],[],2021-05-15,"['abuso', 'poder', 'colombiaddhh']"
7,2021-05-15T00:13:43+00:00,1393358897281478656,1393355400083345410,"@jamguma @AUGUSTOOCAMPO @ktikariza abuso del poder #ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol  @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @TembloresOng @ActualidadRT  @DefenderLiberta",es,False,False,2,2,0,0,,,,702564560608370688,sontohi,Sonia,False,1.393356074237956e+18,122995175.0,#ColombiaDDHH,"jamguma , AUGUSTOOCAMPO , ktikariza , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , TembloresOng , ActualidadRT , DefenderLiberta",,[],[''],[],2021-05-15,"['abuso', 'poder', 'colombiaddhh']"
8,2021-05-15T00:08:49+00:00,1393357665993166849,1393352391995666448,"@gomez_cap @jacer003 @GustavoBolivar @petrogustavo @Wilsonarias @JulianRoman @TembloresOng @Margaritarosadf abuso del poder #ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol  @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @TembloresOng @ActualidadRT  @DefenderLiberta",es,False,False,1,1,1,0,,,,702564560608370688,sontohi,Sonia,False,1.3933523919956664e+18,1726713601.0,#ColombiaDDHH,"gomez_cap , jacer003 , GustavoBolivar , petrogustavo , Wilsonarias , JulianRoman , TembloresOng , Margaritarosadf , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , TembloresOng , ActualidadRT , DefenderLiberta",,[],[''],[],2021-05-15,"['abuso', 'poder', 'colombiaddhh']"
9,2021-05-14T20:34:48+00:00,1393303806746705925,1393302806380036097,"@fernapaba abuso del poder #ColombiaDDHH 
@nytimes @UnivisionNews @bbcmundo @CNN @ABC  @CorteIDH @ONU_derechos @amnistia @AmnistiaOnline @hrw_espanol  @ONUHumanRights @cerosetenta @ONU_derechos  @CIDH @IntlCrimCourt @CourPenaleInt @ONU_es @TembloresOng @ActualidadRT  @DefenderLiberta",es,False,False,1,1,0,0,,,,702564560608370688,sontohi,Sonia,False,1.393302806380036e+18,203359932.0,#ColombiaDDHH,"fernapaba , nytimes , UnivisionNews , bbcmundo , CNN , ABC , CorteIDH , ONU_derechos , amnistia , AmnistiaOnline , hrw_espanol , ONUHumanRights , cerosetenta , ONU_derechos , CIDH , IntlCrimCourt , CourPenaleInt , ONU_es , TembloresOng , ActualidadRT , DefenderLiberta",,[],[''],[],2021-05-14,"['abuso', 'poder', 'colombiaddhh']"
