,Unnamed: 0,Datetime,Tweet Id,Text,Username,preprocessed_data
0,0,2021-08-26 18:47:10+00:00,1430965059895836674,@IgnacioTron7 #NoMasVenezolanos,DieoMauricioXO,['nomasvenezolano']
1,1,2021-08-23 03:47:18+00:00,1429651436590223362,"@radiopaulina Pasan ilegalmente por un paso sin vigilancia, se toman territorios y más encima son violentos con nuestros carabineros. #nomasvenezolanos en #Chile  la única persona que he escuchado zanjar el paso es @joseantoniokast",salamancascl,"['pasar', 'ilegalmente', 'paso', 'vigilancia', 'tomar', 'territorio', 'mas', 'encima', 'violento', 'carabinero', 'nomasvenezolano', 'chile', 'unico', 'persona', 'escuchar', 'zanjar', 'paso']"
2,2,2021-08-22 20:29:32+00:00,1429541266845585409,Yo sé que no solo son los venecos pero si los dejan cojer más alas Bogotá la vuelven más insegura que Caracas #Nomasvenezolanos,andersender87,"['solo', 'veneco', 'si', 'dejar', 'cojer', 'mas', 'ala', 'bogoto', 'volver', 'mas', 'inseguro', 'caraca', 'nomasvenezolano']"
3,3,2021-08-19 15:30:16+00:00,1428378793044029442,"@UltimaHoraCR @ClaudiaLopez @MigracionCol @PoliciaBogota @Alexenlacalle Este problema se lo debemos y agradecemos a este gobierno, yo creo que estamos ya mamaos de tanto venezolano, es un tema q ya se salió de control, #nomasvenezolanos",CarlosF52994460,"['problema', 'deber', 'agradecer', 'gobierno', 'creer', 'mamao', 'venezolano', 'tema', 'salir', 'control', 'nomasvenezolano']"
4,4,2021-08-12 00:56:34+00:00,1425622202670518274,@oscarabeja #nomasvenezolanos en Colombia.. que se vayan para su pais a joderle la vida su puto maduro,ceandresss,"['nomasvenezolano', 'colombio', 'ir', 'pais', 'joder', 'él', 'vida', 'puto', 'maduro']"
5,5,2021-07-24 02:17:29+00:00,1418757198310780938,"@RosaTolerante si , bueno antes no apoyaba a pedro castillo , pero ahora si   pedro castillo le pido que vote a los venezolanos porque aca en peru no habia mucho robo ahora si vote a la mierda de venezolanos que causan terror en la capital y los ronderos los mates enserio #nomasvenezolanos",jazmin52202722,"['si', 'buen', 'apoyar', 'pedro', 'castillo', 'ahora', 'si', 'pedro', 'castillo', 'pedir', 'votar', 'venezolano', 'acar', 'peru', 'haber', 'robo', 'ahora', 'si', 'votar', 'mierda', 'venezolano', 'causar', 'terror', 'capital', 'rondero', 'mate', 'enserio', 'nomasvenezolano']"
6,6,2021-07-12 04:06:58+00:00,1414436096306470912,"#DebateAprueboDignidad
#LeyMigratoria
#RecuperemosChile 
#NoMasVenezolanos
#NoMasNarcoMigracion 

Esta claro que con tantos ciudadanos #venezolanos con Documentos #falsos el #Estado esta obligado a #Regular y  #Deportar https://t.co/XEDzisIway",PDesolacion,"['debateapruebodignidad', 'leymigratorio', 'recuperemo', 'nomasvenezolano', 'nomasnarcomigracion', 'claro', 'tanto', 'ciudadano', 'venezolano', 'documento', 'falso', 'obligado', 'regular', 'deportar']"
7,7,2021-07-01 04:33:38+00:00,1410456537072611330,@kwirk77 @JoseOrtegaT @Polificcion Cubanos y venezolanos! Nuestra economía es tan pequeña que no hay trabajo para tanta gente! Ahora que quieren legalizar a tanto venezolanos el desempleo va a subir! #NoMasVenezolanos #LassoAtender,Gianne1,"['cubano', 'venezolano', 'economia', 'tanto', 'pequeno', 'trabajo', 'tanto', 'gente', 'ahora', 'querer', 'legalizar', 'venezolano', 'desempleo', 'ir', 'subir', 'nomasvenezolano', 'lassoatender']"
8,8,2021-06-30 19:40:29+00:00,1410322366043983880,"#PrimeraLineaAsesina #PetroBastaYa 
#Nomasvenezolanos 👉🏾chavistas https://t.co/5Ccmmul33w",fz16julian,"['primeralineaasino', 'petrobastaya', 'nomasvenezolano', 'chavista']"
9,9,2021-06-28 00:34:34+00:00,1409309210421125127,"@Omega77_fin @campesinoecu El pueblo ecuatoriano no sabe la carga social que nos tocará llevar! Toda esta gente que viene es pobre, mendigo, delincuente, sin estudios, vendedores ambulantes... que trae consigo desorden, delincuencia, etc... #NoMasVenezolanos",Gianne1,"['pueblo', 'ecuatoriano', 'saber', 'carga', 'social', 'tocar', 'llevar', 'todo', 'gente', 'venir', 'pobre', 'mendigo', 'delincuente', 'estudio', 'vendedor', 'ambulante', 'traer', 'él', 'desorden', 'delincuencia', 'etcétera', 'nomasvenezolano']"
