,Unnamed: 0,Datetime,Tweet Id,Text,Username,preprocessed_data
20,20,2021-06-14 03:28:54+00:00,1404279653049765890,@ComunicacionEc @LassoGuillermo @Educacion_Ec @mariabrownp @LassoGuillermo los Ecuatorianos pedimos que cierre fronteras y haga revisar antecedentes penales y sacar del Pais a extranjeros que esten mas de 3 meses esto no es Xenofobia cuantos Ecuatorianos mas seran Asaltados o Asesinados por estas ratas #fueraVenezolanos @DianaSalazarM2 https://t.co/XKHsBwVL8j,Cris58cJIM,"['ecuatoriano', 'pedir', 'cierre', 'frontera', 'hacer', 'revisar', 'antecedente', 'penal', 'sacar', 'pais', 'extranjero', 'estar', 'mas', 'mes', 'xenofobia', 'cuanto', 'ecuatoriano', 'mas', 'ser', 'asaltar', 'asesinado', 'rata', 'fueravenezolano']"
21,21,2021-06-01 14:42:24+00:00,1399738105620541440,"@JUANCAELBROKY @canal2co #ONU 
#SOSColombiaDDHH 
#NoMasPetro 
#NoMasUribe 
#renuncieduque 
#FueraVenezolanos
#NoMasLgbti.",benivaru3,"['onu', 'soscolombiaddhh', 'nomaspetro', 'nomasuribe', 'renunciedtar', 'fueravenezolano', 'nomaslgbti']"
22,22,2021-05-23 12:21:41+00:00,1396441199981039618,Ayer 22/5/2021 a las 7:45 pm fui atracado por un venezolano en plena carrera 15 (norte de bogota) @ClaudiaLopez hasta cuando tenemos que aguantarnos esta inseguridad? @PoliciaColombia @IvanDuque @AlvaroUribeVel falta mano firme #ApoyoAMiFuerzaPublica #fueravenezolanos,JoseJoaquin05,"['ayer', 'pm', 'atracado', 'venezolano', 'pleno', 'carrera', 'norte', 'bogotar', 'aguantar', 'yo', 'inseguridad', 'faltar', 'mano', 'firme', 'apoyoamifuerzapuboico', 'fueravenezolano']"
23,23,2021-05-22 23:26:24+00:00,1396246092191313925,"#fueravenezolanos 
#fueravenezolanos
Delincuentes 
#fueravenezolanos 
#fueravenezolanos https://t.co/qWtmsfvAN2",simon2811s,"['fueravenezano', 'fueravenezolano', 'delincuente', 'fueravenezolano', 'fueravenezolano']"
24,24,2021-05-20 23:21:19+00:00,1395520037495230464,"Fue hoy 20 Mayo 2021 a las 12:00m. El que habla es Venezolano y amenaza que los grupos que están en el calipso, si no lo dejan robar matan al que graba😡#denunciaciudadana #paronacional #saqueos #fueravenezolanos #soscali #soscolombia #caliserespeta #ladrones #viral https://t.co/6TNB5Bdiof",pachomarrokinof,"['hoy', 'mayo', 'hablar', 'venezolano', 'amenazar', 'grupo', 'estar', 'calipso', 'si', 'dejar', 'robar', 'matar', 'grabadenunciaciudadana', 'paronacional', 'saqueo', 'fueravenezolano', 'soscali', 'soscolombia', 'caliserespeta', 'ladrón', 'viral']"
25,25,2021-05-19 13:14:53+00:00,1395005036338548741,"Basuras Venezolanas: DELINCUENCIA, TRÁFICO, PROSTITUCION ese es el aporte de esos simios!!!
#FueraVenezolanos",SantiagoEscribo,"['basura', 'venezolano', 'delincuencia', 'trafico', 'prostitucion', 'aportar', 'simio', 'fueravenezolano']"
26,26,2021-05-18 13:30:41+00:00,1394646623993712642,"@angelitavpg Ojala esto sirva para que estas mierdas se vayan en masa de una vez por todas. VÁYANSE A LA MIERDA, GENTE COCHINA, PATUDA Y DE MAL VIVIR. #venezofachos #fueravenezolanos",RpMavi,"['ojala', 'servir', 'mierda', 'ir', 'masa', 'vez', 'todo', 'vayar', 'mierda', 'gente', 'cochino', 'patudar', 'mal', 'vivir', 'venezofachos', 'fueravenezolano']"
27,27,2021-05-18 03:55:24+00:00,1394501849839964166,"#FueraVenezolanos
#NoMasVenezolanosenColombia

Queremos a Colombia libre de corrupción y libre de Venezolanos https://t.co/rFGNvUNk7o",Anonimo87039034,"['fueravenezolano', 'nomasvenezolanosencolombia', 'querer', 'colombia', 'libre', 'corrupcion', 'libre', 'venezolano']"
28,28,2021-05-05 22:42:35+00:00,1390074473827688453,Primera línea mis ovarios! Eso es primeras RATAS Y VENECOS #YaNoMas #AsistenciaMilitarEs #ADuqueLeDigo #CaliSeRespeta #fueravenezolanos,STANDUPSIANDO,"['primero', 'linea', 'ovario', 'primero', 'rata', 'veneco', 'yanoma', 'asistenciamilitar', 'aduqueledigo', 'caliserespeta', 'fueravenezolano']"
29,29,2021-05-05 04:12:22+00:00,1389795079552970760,"@Vllcarolina @perro0728 @IvanDuque Vaya señora periodista a Bogotá. Huila. Bucaramanga y reporte que los bandalos que dices decir están quemando los caí con piedritas como dices y hay policías heridos eso sí no lo dices
#FUERAPETRO
#FUERABANDALOS
#FUERAELN
#FUERALANARCOTALIA
#FUERAVENEZOLANOS",nataliahildred1,"['ir', 'senora', 'periodista', 'bogoto', 'huilo', 'bucaramango', 'reportar', 'bandalo', 'decir', 'decir', 'estar', 'quemar', 'cai', 'piedrita', 'decir', 'policia', 'herido', 'si', 'decir', 'fuerapetro', 'fuerabandal', 'fueraeln', 'fueralanarcotalio', 'fueravenezolano']"
30,30,2021-04-28 00:34:21+00:00,1387203499105132544,"#FueraVenezolanos
#28DeAbril
#ParoNacional2021 https://t.co/lZpcvjfA7U",DianisAmore,"['fueravenezano', 'deabril', 'paronacional']"
31,31,2021-04-27 11:42:01+00:00,1387009135707832321,"Progreso gracias a los astronautas #Venezolanos #venezolano
#NoMásVenezolanos
#FueraVenezolanos
#LosBuenosSomosMas
@embajadave_pe
@carlosscull
@jguaido
@leopoldolopez
@AmnistiaOnline
@BancoMundialLAC https://t.co/ZdFHkHXd8n",GeorgioMonreal,"['progreso', 'gracias', 'astronauta', 'venezolano', 'venezolano', 'nomasvenezolano', 'fueravenezolano', 'losbueno']"
32,32,2021-04-24 01:06:23+00:00,1385762009346502657,"@JorEr69 Y que les van a hacer? Pobres Venecos no los vayan a expulsar. Que pesar.
@mindefensa
@arismendiga
@infopresidencia
@nutrydar
@ElVenezolanoCo
@ClaudiaLopez 
#fueravenecos
#fueravenezolanos
@NoticiasCaracol 
@PoliciaColombia",jorgehgiraldo,"['ir', 'hacer', 'pobre', 'veneco', 'ir', 'expulsar', 'pesar', 'fueraveneco', 'fueravenezolano']"
33,33,2021-04-22 08:53:29+00:00,1385154782013186050,#Fueravenezolanos https://t.co/s8pKHJ5MBy,Mateove04079,['fueravenezano']
34,34,2021-04-10 23:50:39+00:00,1381031906729414657,@noticiAmerica Venezolano asesino de mierda. Hasta cuando vamos a soportar a estas basuras que invadieron nuestro país. #FueraVenezolanos,Rovhi,"['venezolano', 'asesino', 'mierda', 'ir', 'soportar', 'basura', 'invadir', 'pais', 'fueravenezolano']"
35,35,2021-04-09 04:09:30+00:00,1380372272431693825,@elbocononline Venezolano malnacido. #FueraVenezolanos,Rovhi,"['venezolano', 'malnacido', 'fueravenezolano']"
36,36,2021-04-08 04:42:10+00:00,1380018107389984769,"Que impotencia me da ver esto!
Nunca entenderé a esos VENEZOLANOS en Perú que vinieron a robar, matar. Entonces cómo no odiarlos? Si el hecho de permitirles estar en nuestro país implica que van a morir varios peruanos. #fueravenezolanos 
https://t.co/oouJHdwWJR vía @YouTube",Laurensvan4,"['impotencia', 'dar', 'ver', 'nunca', 'entender', 'venezolano', 'peru', 'vinir', 'robar', 'matar', 'entonces', 'odiar', 'él', 'si', 'hacer', 'permitir', 'él', 'pais', 'implicar', 'ir', 'morir', 'varios', 'peruano', 'fueravenezolano', 'via']"
37,37,2021-04-06 18:20:12+00:00,1379499194185093120,"Nunca me habían disparado!
No pense que la primera vez lo hiciera un venezolano 😅😂

#fueravenezolanos 
#nomasviolencia
#indignacion",JuanSeb95564713,"['nunca', 'haber', 'disparar', 'pensar', 'primero', 'vez', 'hacer', 'venezolano', 'fueravenezolano', 'nomasviolencia', 'indignacion']"
38,38,2021-03-31 12:07:40+00:00,1377231115606503429,"Los pobres refugiados de #venezuela
@carlosscull
@embajadave_pe
@jguaido
@leopoldolopez
@AmnistiaOnline
@BancoMundialLAC
@Defensoria_Peru a ver si dicen algo.
#NoEsXenofobia
#NoMásVenezolanos
#MalaMigración
#FueraVenezolanos
#VenezolanosEnPerú
#Venezolanos https://t.co/5Ba74VeQds",GeorgioMonreal,"['pobre', 'refugiado', 'venezuelo', 'ver', 'si', 'decir', 'noesxenofobia', 'nomasvenezolano', 'malamigracion', 'fueravenezolano', 'venezolanosenperu', 'venezolano']"
39,39,2021-03-23 01:37:28+00:00,1374173418971615235,"@camilaemiliasv @Clintjoselint Lo que faltaba, estos delincuentes levantan la mano a nuestros Carabineros que están  total% indefensos!!
#FueraIlegalesDeChile
#FueraColombianos
#FueraVenezolanos
#FueraDelincuentesInmigrantes",Katakattana1,"['faltar', 'delincuente', 'levantar', 'mano', 'carabinero', 'estar', 'total', 'indefenso', 'fuerailegalesdechile', 'fueracolombiano', 'fueravenezolano', 'fueradelincuente']"
40,40,2021-03-15 15:35:16+00:00,1371485152896028672,Es que no existe la cárcel en colombia para Venecos? Pa que putas los expulsan si se van a regresar por las trochas a seguir delinquiendo. Estamos jodidos #fueravenezolanos NO los queremos aca,jorgehgiraldo,"['existir', 'carcel', 'colombio', 'veneco', 'pa', 'puta', 'expulsar', 'si', 'ir', 'regresar', 'trocha', 'seguir', 'delinquender', 'jodido', 'fueravenezano', 'querer', 'aca']"
41,41,2021-03-13 19:25:16+00:00,1370818259163959297,"@ClaudiaLopez @Bogota @infopresidencia @IvanDuque por favorrr afuera los venezolanos son una plaga difícil de controlar, están asesinando a colombianos inocentes por tener o no tener, son lo peor que dejaron ingresar a nuestro país. Ya no más #FueraVenezolanos esa gente tiene más ayudas un Colombiano.",vaclahu,"['favorr', 'afuera', 'venezolano', 'plaga', 'dificil', 'controlar', 'estar', 'asesinar', 'colombiano', 'inocente', 'tener', 'tener', 'peor', 'dejar', 'ingresar', 'pais', 'mas', 'fueravenezolano', 'gente', 'mas', 'ayuda', 'colombiano']"
42,42,2021-03-13 12:09:10+00:00,1370708513589186560,"Uribistas cagados, traidores y vendidos, cada vez más se parecen a los Petristas... Esos hipócritas lambones que se las dan de Patriotas y ay están defendiendo la imigración en Colombia sin darse cuenta del problema de seguridad que se vive. #FueraVenezolanos #UribistasApatridas",FUND_EjDNort,"['uribista', 'cagado', 'traidor', 'vendido', 'cada', 'vez', 'mas', 'parecer', 'petrista', 'hipocrita', 'lambón', 'dar', 'patriota', 'a', 'ey', 'estar', 'defender', 'imigracion', 'colombio', 'dar', 'él', 'cuenta', 'problema', 'seguridad', 'vivir', 'fueravenezano', 'uribistasapatrida']"
43,43,2021-03-12 22:26:54+00:00,1370501581343449090,"@EilemsLaura Si algo anda mal en Colombia, no es asunto de uds, larguense, ocupense de su país. #fueravenezolanos",LeaViru,"['si', 'andar', 'mal', 'colombio', 'asunto', 'ud', 'larguense', 'ocupense', 'pais', 'fueravenezolano']"
44,44,2021-03-12 22:13:37+00:00,1370498238718095361,"@TrapieLLo @ClaudiaLopez No apoyo a claudia pero los venezolanos son una carga social que Bogotá no debería cargar, que se encargue maduro de sus delincuentes #FueraVenezolanos",LeaViru,"['apoyo', 'claudo', 'venezolano', 'carga', 'social', 'bogoto', 'deberir', 'cargar', 'encargar', 'maduro', 'delincuente', 'fueravenezolano']"
45,45,2021-03-12 18:09:04+00:00,1370436697062785029,"Merece estar preso. La intensión es un delito, Ser cómplice también. #FueraVenezolanos. https://t.co/QVnDX8xs9X",MuyEnojadoEstoy,"['merecer', 'preso', 'intension', 'delito', 'ser', 'complice', 'tambien', 'fueravenezolano']"
46,46,2021-03-12 11:05:40+00:00,1370330146025136134,"#ClaudiaAlcaldesa tiene toda la razón, hay mucho venezolano que nos está jodiendo la vida en Colombia..... #fueravenezolanos pero ya.",WalskWarn,"['claudiaalcaldés', 'todo', 'razon', 'venezolano', 'joder', 'vida', 'colombio', 'fueravenezolano']"
47,47,2021-03-12 07:44:44+00:00,1370279576987918336,"#FueraVenezolanos
#fueravenezolanos 
#FueraVenezolanos 
 #fueravenezolanos https://t.co/aqVKXsrMA3",Pauly11salazar,"['fueravenezano', 'fueravenezolano', 'fueravenezolano', 'fueravenezolano']"
48,48,2021-03-12 04:14:54+00:00,1370226771375890432,@NoticiasCaracol Apoyo a @ClaudiaLopez #fueravenezolanos no los queremos en colombia @lgomez4 @JuanFEspinosaP,jorgehgiraldo,"['apoyo', 'fueravenezolano', 'querer', 'colombia']"
49,49,2021-03-12 01:24:21+00:00,1370183852786905088,#fueravenezolanos,Alexmillos16,['fueravenezano']
50,50,2021-03-12 00:56:09+00:00,1370176752971096067,"@ClaudiaLopez Las cosas por su nombre son VENECOS, los que delinquen.
#fueravenezolanos #fueravenecos",jorgehgiraldo,"['cosa', 'nombre', 'veneco', 'delincar', 'fueravenezano', 'fueraveneco']"
51,51,2021-03-11 16:54:35+00:00,1370055565657964545,@santiagoangelp @ClaudiaLopez #FueraVenezolanos,Giofigueroa,['fueravenezano']
52,52,2021-03-11 15:09:35+00:00,1370029140548714496,"#QuePasaEnBogota ? Esta plagada de venezolanos,  que delinquen y creen que este país es su casa! Ladrones , estafadores , deshonestos, mendigos, conformistas!  Gente desagradable.  #fueravenezolanos #vivalaxenofobia #xenofobia",Maryate11,"['quepasaenbogota', 'plagado', 'venezolano', 'delincar', 'creer', 'pais', 'casa', 'ladrón', 'estafador', 'deshonesto', 'mendigo', 'conformista', 'gente', 'desagradable', 'fueravenezolano', 'vivalaxenofobia', 'xenofobia']"
53,53,2021-02-24 01:53:39+00:00,1364393016698544132,#fueravenezolanos https://t.co/AkOOMwlEkg,Cristal98603141,['fueravenezano']
54,54,2021-02-23 13:44:24+00:00,1364209494931234819,"#fueravenezolanos larguense a su país de y resuelvan sus problemas en casa, al #Peru se le respeta.",criticonoconfio,"['fueravenezano', 'larguense', 'pais', 'resolver', 'problema', 'casa', 'peru', 'respetar']"
55,55,2021-02-22 23:47:43+00:00,1363998939037528065,#fueravenezolanos,capelita2,['fueravenezano']
56,56,2021-02-22 14:57:28+00:00,1363865497859670017,@Iquiquevision #Fueravenezolanos HDP socilistas acostumbrados a que les den todo esto sin chavistas hay que expulsarlos,krisemall,"['fueravenezano', 'hdp', 'socilista', 'acostumbrado', 'dar', 'chavista', 'expulsar', 'él']"
57,57,2021-02-22 10:28:20+00:00,1363797767722827777,"@Iquiquevision No luchaste en tu país ilegal hijo de puta y vienes a luchar acá..

#fueravenezolanos",capacitamineria,"['luchaste', 'pais', 'ilegal', 'hijo', 'puta', 'venir', 'luchar', 'aca', 'fueravenezolano']"
58,58,2021-02-22 02:03:19+00:00,1363670675517550592,"@pautalibrelared 
Callen a ese CTM ..!! 😡
#FUERAVENEZOLANOS",Andresss310,"['callar', 'ctm', 'fueravenezano']"
59,59,2021-02-22 02:01:08+00:00,1363670125543649280,"#fueraIlegalesdechile 
#fueravenezolanos https://t.co/VPqfl550ro",tamaratda,"['fuerailegalesdechile', 'fueravenezolano']"
60,60,2021-02-21 20:35:27+00:00,1363588167060885506,@agtdonald @rickibanez @Chile_2021 @ChilenosSumemo1 @albertoplaza @chechohirane @mvacarezza @MiamiSup @NataliaVelarde8 @OscarMiniet @PordenoneBudoia @arnoldoipinza @Austral111 @VilmaPREZEchev2 @jesuc @mialaraprimera @arielroberts @insomnia_cl @melnicksergio @T13 Escucha venezolano ctm no es nuestro problema es de tu  pais y de tu pueblo incapaz de exigir lo que corresponde aca te yaces el valiente alla seguro estabas callado !!!! #FueraVenezolanos,krisemall,"['escuchar', 'venezolano', 'ctm', 'problema', 'pais', 'pueblo', 'incapaz', 'exigir', 'corresponder', 'aca', 'yaz', 'valiente', 'alla', 'seguro', 'callado', 'fueravenezano']"
61,61,2021-02-21 18:40:46+00:00,1363559303651688449,"#FueraVenezolanos toda su raza es así, no encontraras ninguno q sea distinto y cuando pienses que por fin hay uno diferente te clavara el puñal x la espalda",JeanetteSofiaO1,"['fueravenezano', 'todo', 'raza', 'asi', 'encontrar', 'ninguno', 'distinto', 'pensar', 'fin', 'diferente', 'clavar', 'punal', 'espalda']"
62,62,2021-02-21 18:39:43+00:00,1363559039653842956,"#FueraVenezolanos estos venecos lacras no tienen sentimientos son animales, son bestias sin oficio ni beneficio",JeanetteSofiaO1,"['fueravenezano', 'veneco', 'lacra', 'sentimiento', 'animal', 'bestia', 'oficio', 'beneficio']"
63,63,2021-02-21 18:39:16+00:00,1363558928051810305,#FueraVenezolanos estamos hartos! Pero aún hay compatriotas que los apoyan como idiotas diciéndonos xenofobos,JeanetteSofiaO1,"['fueravenezano', 'harto', 'aun', 'compatriota', 'apoyar', 'idiota', 'diciendono', 'xenofobo']"
64,64,2021-02-21 17:47:32+00:00,1363545906545643524,"#JusticiaParaSilvano  #FueraVenezolanos @Latina_pe LOS VENEZOLANOS ANDAN EN LAS CALLES DISPARANDO COMO TIERRA DE NADIE! JUSTICIA PARA DISPARO EN MIRAFLORES? @Latina_pe pida JUSTICIA para todos Asesinados, Atacados, Asaltados, Descuartizados por EVIDENTES VENEZOLANOS HASTA CUANDO!",zihs1,"['justiciaparasilvano', 'fueravenezano', 'venezolano', 'andar', 'calle', 'disparar', 'tierra', 'nadie', 'justicia', 'disparo', 'miraflor', 'pedir', 'justicia', 'asesinado', 'atacar', 'asaltado', 'descuartizado', 'evidente', 'venezolano']"
65,65,2021-02-21 17:32:18+00:00,1363542073144733699,#NoTeConfies #FueraVenezolanos NO SE PUEDE GENERALIZAR @Latina_pe PERO NO SE PUEDE  MINIMIZAR LOS AVTOS DELINCUENCIALES DE ALTO MIVEL QUE EN PERU LO HAN HECHO VENEZOLAMIS IDENTIFICADOS!! NO SEAN MERMELETIS ANTE UNA REALIDAD DELINCUENCIAL SUMADA A LA Q YA TENÍAMOS SIN VENEZOLANOS!,zihs1,"['noteconfie', 'fueravenezano', 'poder', 'generalizar', 'poder', 'minimizar', 'avto', 'delincuencial', 'alto', 'mivel', 'peru', 'hecho', 'venezolamis', 'identificado', 'mermeletis', 'realidad', 'delincuencial', 'sumado', 'tener', 'venezolano']"
66,66,2021-02-21 17:28:59+00:00,1363541238457188352,#NoTeConfies #FueraVenezolanos Mensaje de PAZ??? @EmbajadaVenzuel @carlosscull DESCARADO MINIMIZA LOS ATAQUES VENEZOLANOS. VIVA EN LOS OLIVOS PARA QUE ENTIENDA EN QUE SE HA CONVERTIDO ESE DISTRITO. SOLUCIONE LA DELINCUENCIA VENEZOLANA ALLI Y ENTONCES PODRA HABLAR! IRRESPONDABLE!!,zihs1,"['noteconfie', 'fueravenezolano', 'mensaje', 'paz', 'descarado', 'minimizar', 'ataque', 'venezolano', 'vivo', 'olivo', 'entender', 'convertido', 'distrito', 'solucionar', 'delincuencia', 'venezolano', 'alli', 'entonces', 'poder', 'hablar', 'irrespondable']"
67,67,2021-02-21 17:24:20+00:00,1363540067227213827,"#Noteconfies #FueraVenezolanos Deben ser expulsados la totalidad de VENEZOLANOS DELINCUENTES, todos los indocumentados, ILEGALES. EN PERU SE RESPETABA A LA AUTORIDAD SIEMPRE, DESDE SU LLEGADA ATACAN POLICIAS SERENAZGOS VANDAÑICSMENTE!
@EmbajadaVenzuel @Latina_pe @RPPNoticias",zihs1,"['noteconfie', 'fueravenezano', 'deber', 'ser', 'expulsar', 'totalidad', 'venezolano', 'delincuente', 'indocumentado', 'ilegal', 'peru', 'respetar', 'autoridad', 'siempre', 'llegado', 'atacar', 'policia', 'serenazgo', 'vandanicsmente']"
68,68,2021-02-21 13:26:57+00:00,1363480330380918784,@diariocorreo #fueravenezolanos   #JusticiaParaSilvano  aprendamos de chile que pone mano dura a los migrantes y los deporta @FiscaliaPeru @MigracionesPe  @PoliciaPeru  @EjercitoPeru  @FSagasti,YuTeofila,"['fueravenezano', 'justiciaparasilvano', 'aprender', 'chile', 'poner', 'mano', 'duro', 'migrante', 'deportar']"
