created_at,id_str,conversation_id_str,full_text,lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls,media,preprocessed_created_at,preprocessed_data,emoji_list,emoticons_list
2021-05-09T21:41:06+00:00,1.39E+18,1.39E+18,[],,,,,,,,,,,,,,,,,,,,,09-05-2021,[],[''],[]
2021-05-09T21:36:14+00:00,1.39E+18,1.39E+18,[],,,,,,,,,,,,,,,,,,,,,09-05-2021,[],[''],[]
2021-05-09T21:34:30+00:00,1.39E+18,1.39E+18,[],,,,,,,,,,,,,,,,,,,,,09-05-2021,[],[''],[]
2021-05-09T17:19:46+00:00,1.39E+18,1.39E+18,"['today', 'marks', 'day', '12', 'of', 'continuous', 'uprisings', 'across', 'colombia', 'fuerzas']",en,FALSE,FALSE,0,4,0,0,1.39E+18,,,177126203,quitadebois,La fili,FALSE,,,#ElParoNOPara,,,[],09-05-2021,"['today', 'mark', 'day', 'continu', 'upris', 'across', 'colombia', 'fuerza']",[''],[]
2021-05-09T14:05:19+00:00,1.39E+18,1.39E+18,"['fb', 'blocked', 'his', 'pages', 'with', 'combined', '140k', 'followers', 'over', 'this', 'video']",,,,,,,,,,,,,,,,,,,,,09-05-2021,"['fb', 'block', 'page', 'combin', '140k', 'follow', 'video']",[''],[]
2021-05-08T16:28:19+00:00,1.39E+18,1.39E+18,"['chao', 'chao']",vi,FALSE,FALSE,0,0,0,0,1.39E+18,,,1.20E+18,Rosarioenuntwit,Rosario Díaz,FALSE,,,"#elparonopara , #ParoNacional , #ColombiaSOSDDHH , #SOSColombiaNoDuerme",IvanDuque,,[],08-05-2021,"['chao', 'chao']",[''],[]
2021-05-08T16:00:46+00:00,1.39E+18,1.39E+18,"['sharing', 'news', 'and', 'information', 'about', 'the', 'reality', 'here', 'in', 'colombia', 'we', 'need', 'everyone', 'to', 'support', 'us', 'in', 'this', 'struggle']",,,,,,,,,,,,,,,,,,,,,08-05-2021,"['share', 'news', 'inform', 'realiti', 'colombia', 'need', 'everyon', 'support', 'us', 'struggl']",[''],[]
2021-05-08T09:08:07+00:00,1.39E+18,1.39E+18,"['good', 'morning', 'to', 'colombians', 'resisting', 'their', 'corrupt', 'government', 'and', 'fighting', 'for', 'a', 'better', 'future', 'only']",en,FALSE,FALSE,1,13,1,0,,,,354945071,DanielawithoneL,PMS Casualty ????,FALSE,,,#ElParoNOPara,,,[],08-05-2021,"['good', 'morn', 'colombian', 'resist', 'corrupt', 'govern', 'fight', 'better', 'futur']",[''],[]
2021-05-08T04:32:58+00:00,1.39E+18,1.39E+18,"['colombia', 's', 'struggle', 'is', 'the', 'struggle', 'of', 'all', 'peoples', 'of', 'the', 'world', 'against', 'imperialism', 'amp', 'capitalism', 'a', 'struggle', 'against', 'domination', 'of', 'corporations', 'against', 'repression', 'of', 'popular', 'amp', 'democratic', 'movements', 'in', 'colombia', 'amp', 'the', 'region']",,,,,,,,,,,,,,,,,,,,,08-05-2021,"['colombia', 'struggl', 'struggl', 'peopl', 'world', 'imperi', 'amp', 'capit', 'struggl', 'domin', 'corpor', 'repress', 'popular', 'amp', 'democrat', 'movement', 'colombia', 'amp', 'region']",[''],[]
2021-05-08T03:17:45+00:00,1.39E+18,1.39E+18,['difundan'],en,FALSE,FALSE,2,1,1,0,1.39E+18,,,182509483,viillak,La Player???????,FALSE,,,"#SOSColombiaEnDictadura , #SOSColombiaNoDuerme , #SOSColombiaNosEstanMatando , #SOSColombiaDDHH , #ElParoNoLoParaNadie , #ElParoNoLoParaNadie , #ElParoNOPara",,,[],08-05-2021,['difundan'],[''],[]
2021-05-08T02:21:42+00:00,1.39E+18,1.39E+18,"['hellooo', 'good', 'to', 'see', 'you', 'max']",,,,,,,,,,,,,,,,,,,,,08-05-2021,"['hellooo', 'good', 'see', 'max']",[''],[]
2021-05-07T15:08:58+00:00,1.39E+18,1.39E+18,"['read', 'about', 'what', 'is', 'happening', 'keep', 'sharing', 'information', 'and', 'donate', 'if', 'you', 'can']",,,,,,,,,,,,,,,,,,,,,07-05-2021,"['read', 'happen', 'keep', 'share', 'inform', 'donat']",[''],[]
2021-05-07T15:08:54+00:00,1.39E+18,1.39E+18,"['protesters', 'in', 'colombia', 'are', 'currently', 'facing', 'horrific', 'violence', 'massacres', 'and', 'state', 'repression', 'solidarity', 'with', 'all', 'those', 'suffering', 'police', 'violence', 'the', 'strike', 'doesn', 't', 'stop']",,,,,,,,,,,,,,,,,,,,,07-05-2021,"['protest', 'colombia', 'current', 'face', 'horrif', 'violenc', 'massacr', 'state', 'repress', 'solidar', 'suffer', 'polic', 'violenc', 'strike', 'stop']",[''],[]
2021-05-07T04:04:08+00:00,1.39E+18,1.39E+18,['difundir'],,,,,,,,,,,,,,,,,,,,,07-05-2021,['difundir'],[''],[]
2021-05-07T01:00:15+00:00,1.39E+18,1.39E+18,['mompox'],en,FALSE,FALSE,2,12,0,0,,,,1.20E+18,Sabrina32898159,SASA ??,FALSE,,,"#SOSCOLOMBIA , #ColombiaEnAlerta , #ElParoNoLoParaNadie , #ElParoNOPara , #ParoEstudiantil , #NosEstamosMatando , #NosEstanMantando , #SOSColombiaDDHH",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1390471432690352129/pu/img/4kg6fcVsqF-N41uk.jpg"", ""type"": ""photo""}]",07-05-2021,['mompox'],[''],[]
