,created_at,id_str,conversation_id_str,full_text,lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls,media,emoji_list,emoticons_list,preprocessed_created_at,preprocessed_data
0,2021-03-31T21:20:33+00:00,1377370251885637637,1377370251885637637,"31 de marzo Día internacional de la visibilidad Trans.
Felicito, apoyo y respeto a este grupo de personas, que día a día luchan para que sus derechos sean cumplidos. 
#ColombiaSomosTodos #MASinclusiónMENOSrechazo",es,False,False,0,2,0,0,,,,1082778171106385920,AlbertoJLizcano,Alberto Lizcano Orozco,False,,,"#ColombiaSomosTodos , #MASinclusiónMENOSrechazo",,,[],[''],[],2021-03-31,"['marzo', 'dia', 'internacional', 'visibilidad', 'tran', 'felicito', 'apoyo', 'respeto', 'grupo', 'persona', 'dia', 'dia', 'luchar', 'derecho', 'cumplido', 'colombiasomomtodo', 'masinclusionmenosrechazo']"
1,2021-03-31T21:20:33+00:00,1377370251885637637,1377370251885637637,"31 de marzo Día internacional de la visibilidad Trans.
Felicito, apoyo y respeto a este grupo de personas, que día a día luchan para que sus derechos sean cumplidos. 
#ColombiaSomosTodos #MASinclusiónMENOSrechazo",es,False,False,0,2,0,0,,,,1082778171106385920,AlbertoJLizcano,Alberto Lizcano Orozco,False,,,"#ColombiaSomosTodos , #MASinclusiónMENOSrechazo",,,[],[''],[],2021-03-31,"['marzo', 'dia', 'internacional', 'visibilidad', 'tran', 'felicito', 'apoyo', 'respeto', 'grupo', 'persona', 'dia', 'dia', 'luchar', 'derecho', 'cumplido', 'colombiasomomtodo', 'masinclusionmenosrechazo']"
2,2021-04-11T20:56:11+00:00,1381350390197796864,1381350390197796864,"Felicitaciones y Bendiciones a la Dra @AnaMariaAljure por este nuevo reto, el cual llena de orgullo a toda la Costa, por tener otra gran representante, a nivel nacional (@mincienciasco @ivanduque) del profesionalismo y liderazgo de las Mujeres del Caribe #ColombiaSomosTodos",es,False,False,2,20,0,0,1.3813438929105715e+18,,,287351975,antoniojprada,Antonio “Toño” Prada,False,,,#ColombiaSomosTodos,"AnaMariaAljure , MincienciasCo , IvanDuque",,[],[''],[],2021-04-11,"['felicitación', 'bendición', 'dro', 'nuevo', 'reto', 'lleno', 'orgullo', 'todo', 'costa', 'tener', 'gran', 'representante', 'nivel', 'nacional', 'profesionalismo', 'liderazgo', 'mujer', 'caribe', 'colombiasomomtodo']"
3,2021-04-08T05:13:21+00:00,1380025954056167427,1379981528097300481,"@LeonardBtura @UNPColombia No estás solo hermano y la consigna es insistir, persistir y nunca desistir, por Colombia todo #ColombiaSomosTodos",es,False,False,0,1,1,0,,,,196695845,AbeRaad,Abe Raad,False,1.3799815280973005e+18,2948653018.0,#ColombiaSomosTodos,"LeonardBtura , UNPColombia",,[],[''],[],2021-04-08,"['solo', 'hermano', 'consignar', 'insistir', 'persistir', 'nunca', 'desistir', 'colombia', 'colombiasomomtodo']"
4,2021-03-31T21:20:33+00:00,1377370251885637637,1377370251885637637,"31 de marzo Día internacional de la visibilidad Trans.
Felicito, apoyo y respeto a este grupo de personas, que día a día luchan para que sus derechos sean cumplidos. 
#ColombiaSomosTodos #MASinclusiónMENOSrechazo",es,False,False,0,2,0,0,,,,1082778171106385920,AlbertoJLizcano,Alberto Lizcano Orozco,False,,,"#ColombiaSomosTodos , #MASinclusiónMENOSrechazo",,,[],[''],[],2021-03-31,"['marzo', 'dia', 'internacional', 'visibilidad', 'tran', 'felicito', 'apoyo', 'respeto', 'grupo', 'persona', 'dia', 'dia', 'luchar', 'derecho', 'cumplido', 'colombiasomomtodo', 'masinclusionmenosrechazo']"
5,2021-04-11T20:56:11+00:00,1381350390197796864,1381350390197796864,"Felicitaciones y Bendiciones a la Dra @AnaMariaAljure por este nuevo reto, el cual llena de orgullo a toda la Costa, por tener otra gran representante, a nivel nacional (@mincienciasco @ivanduque) del profesionalismo y liderazgo de las Mujeres del Caribe #ColombiaSomosTodos",es,False,False,2,20,0,0,1.3813438929105715e+18,,,287351975,antoniojprada,Antonio “Toño” Prada,False,,,#ColombiaSomosTodos,"AnaMariaAljure , MincienciasCo , IvanDuque",,[],[''],[],2021-04-11,"['felicitación', 'bendición', 'dro', 'nuevo', 'reto', 'lleno', 'orgullo', 'todo', 'costa', 'tener', 'gran', 'representante', 'nivel', 'nacional', 'profesionalismo', 'liderazgo', 'mujer', 'caribe', 'colombiasomomtodo']"
6,2021-04-08T05:13:21+00:00,1380025954056167427,1379981528097300481,"@LeonardBtura @UNPColombia No estás solo hermano y la consigna es insistir, persistir y nunca desistir, por Colombia todo #ColombiaSomosTodos",es,False,False,0,1,1,0,,,,196695845,AbeRaad,Abe Raad,False,1.3799815280973005e+18,2948653018.0,#ColombiaSomosTodos,"LeonardBtura , UNPColombia",,[],[''],[],2021-04-08,"['solo', 'hermano', 'consignar', 'insistir', 'persistir', 'nunca', 'desistir', 'colombia', 'colombiasomomtodo']"
7,2021-03-31T21:20:33+00:00,1377370251885637637,1377370251885637637,"31 de marzo Día internacional de la visibilidad Trans.
Felicito, apoyo y respeto a este grupo de personas, que día a día luchan para que sus derechos sean cumplidos. 
#ColombiaSomosTodos #MASinclusiónMENOSrechazo",es,False,False,0,2,0,0,,,,1082778171106385920,AlbertoJLizcano,Alberto Lizcano Orozco,False,,,"#ColombiaSomosTodos , #MASinclusiónMENOSrechazo",,,[],[''],[],2021-03-31,"['marzo', 'dia', 'internacional', 'visibilidad', 'tran', 'felicito', 'apoyo', 'respeto', 'grupo', 'persona', 'dia', 'dia', 'luchar', 'derecho', 'cumplido', 'colombiasomomtodo', 'masinclusionmenosrechazo']"
8,2021-04-11T20:56:11+00:00,1381350390197796864,1381350390197796864,"Felicitaciones y Bendiciones a la Dra @AnaMariaAljure por este nuevo reto, el cual llena de orgullo a toda la Costa, por tener otra gran representante, a nivel nacional (@mincienciasco @ivanduque) del profesionalismo y liderazgo de las Mujeres del Caribe #ColombiaSomosTodos",es,False,False,2,20,0,0,1.3813438929105715e+18,,,287351975,antoniojprada,Antonio “Toño” Prada,False,,,#ColombiaSomosTodos,"AnaMariaAljure , MincienciasCo , IvanDuque",,[],[''],[],2021-04-11,"['felicitación', 'bendición', 'dro', 'nuevo', 'reto', 'lleno', 'orgullo', 'todo', 'costa', 'tener', 'gran', 'representante', 'nivel', 'nacional', 'profesionalismo', 'liderazgo', 'mujer', 'caribe', 'colombiasomomtodo']"
9,2021-04-08T05:13:21+00:00,1380025954056167427,1379981528097300481,"@LeonardBtura @UNPColombia No estás solo hermano y la consigna es insistir, persistir y nunca desistir, por Colombia todo #ColombiaSomosTodos",es,False,False,0,1,1,0,,,,196695845,AbeRaad,Abe Raad,False,1.3799815280973005e+18,2948653018.0,#ColombiaSomosTodos,"LeonardBtura , UNPColombia",,[],[''],[],2021-04-08,"['solo', 'hermano', 'consignar', 'insistir', 'persistir', 'nunca', 'desistir', 'colombia', 'colombiasomomtodo']"
10,2021-04-23T05:44:45+00:00,1385469671781044225,1385469671781044225,"Si ud x alguna u otra razón no puede salir a ls calles y debe presentarse al trabajo ve con camiseta blanca coméntale a tus compañeros se toman fotos y nos ayudan a inundar las redes mientras nosotros en las calls nos hacmos sentir
#ColombiaSomosTodos 
#sial28a 
#28A 
#DuqueChao",es,False,False,0,0,0,0,,,,481459054,AlejandroCobo2,Luis Alejandro Cobo,False,,,"#ColombiaSomosTodos , #sial28a , #28A , #DuqueChao",,,[],[''],[],2021-04-23,"['si', 'udir', 'alguno', 'you', 'razon', 'poder', 'salir', 'ls', 'calle', 'deber', 'presentar', 'él', 'trabajo', 'ver', 'camiseta', 'blanco', 'comentale', 'companero', 'tomar', 'foto', 'ayudar', 'inundar', 'red', 'mientras', 'calls', 'hacer', 'sentir', 'colombiasomostodostodostodostodostodostodostodosto', 'sial', 'duquechao']"
11,2021-04-22T14:55:46+00:00,1385245953012248577,1385245953012248577,"#DiaDeLaTierra Un día muy importante para analizar y crear conciencia que es NECESARIO preservar, cuidar y proteger nuestra tierra.  #CuidaTUTierra #ColombiaSomosTodos #LaNuevaGeneración https://t.co/r6n8vNRXIp",es,False,False,2,4,0,0,,,,1082778171106385920,AlbertoJLizcano,Alberto Lizcano Orozco,False,,,"#DiaDeLaTierra , #CuidaTUTierra , #ColombiaSomosTodos , #LaNuevaGeneración",,,"[{""url"": ""https://pbs.twimg.com/media/Ezlh2g-WQAM0ZF1.jpg"", ""type"": ""photo""}]",[''],[':/'],2021-04-22,"['diadelatierra', 'dia', 'importante', 'analizar', 'crear', 'conciencia', 'necesario', 'preservar', 'cuidar', 'proteger', 'tierra', 'cuidatutierro', 'colombiasomomtodo', 'lanuevageneracion']"
