,created_at,id_str,conversation_id_str,full_text,twitter_lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls,media,preprocessed_created_at,preprocessed_data,emoji_list,emoticons_list,filename,preprocessed_data_without_hashtags,data_source,lang,score,langTb,lang_langdetect
4319,2021-06-25T19:54:45+00:00,1.40851e+18,1.40851e+18,"🎥🛑What’s happening in #Colombia? 

🔻Click the link in our bio to find out! #SOSColombia #SOSColombiaNosEstanMatando #WhatsHappeninginColombia #ParoNacional #BogotaSeCuida #HumanRights #DerechosHumanos #ddhh https://t.co/bS5s7KR7T6",en,False,False,3.0,0.0,0.0,0.0,,,,4142998455.0,AnaCalvo19,Ana Calvo,False,,,"#Colombia , #SOSColombia , #SOSColombiaNosEstanMatando , #WhatsHappeninginColombia , #ParoNacional , #BogotaSeCuida , #HumanRights , #DerechosHumanos , #ddhh",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1402707676296065025/pu/img/nMg38KHfd_ywk18K.jpg"", ""type"": ""photo""}]",2021-06-25,"['happen', 'colombia', 'click', 'link', 'bio', 'find', 'soscolombia', 'soscolombianosestanmatando', 'whatshappeningincolombia', 'paronacional', 'bogotasecuida', 'humanrights', 'derechoshumanos', 'ddhh']",['🎥🛑'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['happen', 'click', 'link', 'bio', 'find']",Twitter,en,,,
4321,2021-06-25T18:19:12+00:00,1.40849e+18,1.40849e+18,"🎥🛑What’s happening in #Colombia? 

🔻Click the link in our bio to find out! 

#SOSColombia #SOSColombiaNosEstanMatando #WhatsHappeninginColombia #ParoNacional
#BogotaSeCuida #HumanRights
#DerechosHumanos
#ddhh 

https://t.co/1a8Ay6cx7Y",en,False,False,1.0,1.0,0.0,0.0,,,,1078018388.0,MERIDACHAVISTA,ANTI GOLPE MERIDA,False,,,"#Colombia , #SOSColombia , #SOSColombiaNosEstanMatando , #WhatsHappeninginColombia , #ParoNacional , #BogotaSeCuida , #HumanRights , #DerechosHumanos , #ddhh",,,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1402707676296065025/pu/img/nMg38KHfd_ywk18K.jpg"", ""type"": ""photo""}]",2021-06-25,"['happen', 'colombia', 'click', 'link', 'bio', 'find', 'soscolombia', 'soscolombianosestanmatando', 'whatshappeningincolombia', 'paronacional', 'bogotasecuida', 'humanrights', 'derechoshumanos', 'ddhh']",['🎥🛑'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['happen', 'click', 'link', 'bio', 'find']",Twitter,en,,,
4324,2021-06-25T13:17:55+00:00,1.40841e+18,1.40841e+18,"🆘⚠️ DIFUNDIR ⚠️🆘 

@MisionONUCol @ONUHumanRights
@ONU_derechos  @JoeBiden @VP @RepMcGovern @nytimes
@guardian @Pontifex_es @baltasargarzon @France24_es #CensuraColombia
#SOSColombiaDDHH #SOSColombiaNosEstanMatando 
#ColombiaAlertaRoja
#SOSPereira 
#SOSColombia 
#SOSCaliDDH",en,False,False,0.0,0.0,0.0,0.0,1.41e+18,,,1.0631e+18,JUPABLO33,JUAN,False,,,"#CensuraColombia , #SOSColombiaDDHH , #SOSColombiaNosEstanMatando , #ColombiaAlertaRoja , #SOSPereira , #SOSColombia , #SOSCaliDDH","MisionONUCol , ONUHumanRights , ONU_derechos , JoeBiden , VP , RepMcGovern , nytimes , guardian , Pontifex_es , baltasargarzon , France24_es",,[],2021-06-25,"['difundir', 'censuracolombia', 'soscolombiaddhh', 'soscolombianosestanmatando', 'colombiaalertaroja', 'sospereira', 'soscolombia', 'soscaliddh']",['🆘⚠️'],[],oscolombia_ENGLISH_tweets_stweet.csv,['difundir'],Twitter,en,,,
4326,2021-06-25T12:23:19+00:00,1.4084e+18,1.4084e+18,@eu_eeas @JosepBorrellF 🔴Please don’t look away from #HumanRightsViolations in #Colombia by govt. 👇🏽#police man caught dismembering a man. Public forces are dismembering protesters and are allied w/ paramilitaries #SOSColombia #SOSColombiaDDHH #ParoNacional @ManuPineda @EamonGilmore @renaticas @Left_EU,en,False,False,0.0,0.0,0.0,0.0,1.4e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,80803819.0,"#HumanRightsViolations , #Colombia , #police , #SOSColombia , #SOSColombiaDDHH , #ParoNacional","eu_eeas , JosepBorrellF , ManuPineda , EamonGilmore , renaticas , Left_EU",,[],2021-06-25,"['please', 'look', 'away', 'humanrightsviolations', 'colombia', 'govt', 'police', 'man', 'caught', 'dismember', 'man', 'public', 'force', 'dismember', 'protester', 'allied', 'w', 'paramilitary', 'soscolombia', 'soscolombiaddhh', 'paronacional']",['🔴'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['please', 'look', 'away', 'govt', 'man', 'caught', 'dismember', 'man', 'public', 'force', 'dismember', 'protester', 'allied', 'w', 'paramilitary']",Twitter,en,,,
4328,2021-06-25T02:02:25+00:00,1.40824e+18,1.40824e+18,#ColombiaSOS #SOSColombia #ColombiaEnAlertaRoja #SOSColombiaDDDHH @CNNEE @CorteIDH @HRI_ONG @MisionONUCol @ONU_derechos @ONUHumanRights @dw_espanol @tve_tve @telediario_tve @La1_tve @la2_tve @Reuters @CNNEnEspanol_. Se justifica tanto horror?,es,False,False,3.0,1.0,0.0,0.0,1.41e+18,,,1.15113e+18,Gladysm14279915,No tenemos alternativa: #CuidemosAPetro,False,,,"#ColombiaSOS , #SOSColombia , #ColombiaEnAlertaRoja , #SOSColombiaDDDHH","CNNEE , CorteIDH , HRI_ONG , MisionONUCol , ONU_derechos , ONUHumanRights , dw_espanol , tve_tve , telediario_tve , La1_tve , la2_tve , Reuters , CNNEnEspanol_",,[],2021-06-25,"['colombiasos', 'soscolombia', 'colombiaenalertaroja', 'soscolombiadddhh', 'se', 'justifica', 'tanto', 'horror']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['se', 'justifica', 'tanto', 'horror']",Twitter,en,,,
4331,2021-06-24T20:59:23+00:00,1.40817e+18,1.40817e+18,Golfing To Victory || Followers Goal 53/100 || Come Hang With Us || #SOSColombia #NosEstanMatando https://t.co/W1iiznphGM,en,False,False,0.0,0.0,0.0,0.0,,,,595965515.0,AndresMerchan11,The Fkg Penguin,False,,,"#SOSColombia , #NosEstanMatando",,https://t.co/W1iiznphGM,[],2021-06-24,"['golfing', 'victory', 'follower', 'goal', 'come', 'hang', 'u', 'soscolombia', 'nosestanmatando']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['golfing', 'victory', 'follower', 'goal', 'come', 'hang', 'u']",Twitter,en,,,
4333,2021-06-24T20:20:02+00:00,1.40816e+18,1.40816e+18,@RedCondors is going live with @hate5six at 5pm Eastern Time to talk about the situation in Colombia. Tune in if you’re available! #SOSColombia #NosEstanMatando https://t.co/XUcyJC5HMv,en,False,False,7.0,11.0,0.0,0.0,,,,385374360.0,PalanteMKE,Palante Siempre 🇨🇴,False,,1.27e+18,"#SOSColombia , #NosEstanMatando","RedCondors , hate5six",,"[{""url"": ""https://pbs.twimg.com/media/E4rIOovWUAMff2h.jpg"", ""type"": ""photo""}]",2021-06-24,"['go', 'live', 'pm', 'eastern', 'time', 'talk', 'situation', 'colombia', 'tune', 'available', 'soscolombia', 'nosestanmatando']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['go', 'live', 'pm', 'eastern', 'time', 'talk', 'situation', 'colombia', 'tune', 'available']",Twitter,en,,,
4335,2021-06-24T19:25:58+00:00,1.40814e+18,1.40814e+18,"🆘⚠️ DIFUNDIR ⚠️🆘 

@MisionONUCol @ONUHumanRights
@ONU_derechos  @JoeBiden @VP @RepMcGovern @nytimes
@guardian @Pontifex_es @baltasargarzon @France24_es #CensuraColombia
#SOSColombiaDDHH #SOSColombiaNosEstanMatando 
#ColombiaAlertaRoja
#SOSPereira 
#SOSColombia 
#SOSCaliDDH",en,False,False,1.0,0.0,0.0,0.0,1.41e+18,,,1.0631e+18,JUPABLO33,JUAN,False,,,"#CensuraColombia , #SOSColombiaDDHH , #SOSColombiaNosEstanMatando , #ColombiaAlertaRoja , #SOSPereira , #SOSColombia , #SOSCaliDDH","MisionONUCol , ONUHumanRights , ONU_derechos , JoeBiden , VP , RepMcGovern , nytimes , guardian , Pontifex_es , baltasargarzon , France24_es",,[],2021-06-24,"['difundir', 'censuracolombia', 'soscolombiaddhh', 'soscolombianosestanmatando', 'colombiaalertaroja', 'sospereira', 'soscolombia', 'soscaliddh']",['🆘⚠️'],[],oscolombia_ENGLISH_tweets_stweet.csv,['difundir'],Twitter,en,,,
4339,2021-06-24T16:43:14+00:00,1.4081e+18,1.4081e+18,"@SenateGOP @JimInhofe @SenDanSullivan 🔴#USA taxpayers, this is what @SenRickScott @RepMariaSalazar @MarioDB @RepCarlos @marcorubio sponsor with a new bill👉🏽Babies affected by tear gas fired by #Colombia #police @MittRomney @MiamiHerald @orlandonews @politicofl @RomeoFranz1 #SOSColombia #SOSColombiaDDHH #ParoNacional",en,False,False,0.0,0.0,0.0,0.0,1.41e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,14344823.0,"#USA , #Colombia , #police , #SOSColombia , #SOSColombiaDDHH , #ParoNacional","SenateGOP , JimInhofe , SenDanSullivan , SenRickScott , RepMariaSalazar , MarioDB , RepCarlos , marcorubio , MittRomney , MiamiHerald , orlandonews , politicofl , RomeoFranz1",,[],2021-06-24,"['usa', 'taxpayer', 'sponsor', 'new', 'billbabies', 'affected', 'tear', 'gas', 'fire', 'colombia', 'police', 'soscolombia', 'soscolombiaddhh', 'paronacional']",['🔴'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['taxpayer', 'sponsor', 'new', 'billbabies', 'affected', 'tear', 'gas', 'fire']",Twitter,en,,,
4340,2021-06-24T16:25:31+00:00,1.4081e+18,1.4081e+18,"@SenateDems @SenGaryPeters 🔴#USA taxpayers, @SenRickScott @RepMariaSalazar @MarioDB @RepCarlos @marcorubio sponsor with a new bill 👉🏽 #Colombia #police teams up w/ paramilitaries 
@RepMcGovern @CBSNews @NBCNews @Europarl_EN @AFP @AP @MiguelUrban #SOSColombia #SOSColombiaDDHH #ParoNacional #ParoNacional24J",en,False,False,1.0,1.0,0.0,0.0,1.41e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.41e+18,73238146.0,"#USA , #Colombia , #police , #SOSColombia , #SOSColombiaDDHH , #ParoNacional , #ParoNacional24J","SenateDems , SenGaryPeters , SenRickScott , RepMariaSalazar , MarioDB , RepCarlos , marcorubio , RepMcGovern , CBSNews , NBCNews , Europarl_EN , AFP , AP , MiguelUrban",,[],2021-06-24,"['usa', 'taxpayer', 'sponsor', 'new', 'bill', 'colombia', 'police', 'team', 'w', 'paramilitary', 'soscolombia', 'soscolombiaddhh', 'paronacional', 'paronacional', 'j']",['🔴'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['taxpayer', 'sponsor', 'new', 'bill', 'team', 'w', 'paramilitary']",Twitter,en,,,
4342,2021-07-11T22:49:45+00:00,1.41436e+18,1.41436e+18,"Art as a way of resistance #CaliResiste #ColombiaResiste #ColombiaUnida #ColombiaEsUnaFosaComun 
#SOSColombia",en,False,False,4.0,3.0,0.0,0.0,1.41e+18,,,301096788.0,takethesquare,Take the square,False,,,"#CaliResiste , #ColombiaResiste , #ColombiaUnida , #ColombiaEsUnaFosaComun , #SOSColombia",,,[],2021-07-11,"['way', 'resistance', 'caliresiste', 'colombiaresiste', 'colombiaunida', 'colombiaesunafosacomun', 'soscolombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['way', 'resistance']",Twitter,en,,,
4368,2021-07-09T03:27:07+00:00,1.41334e+18,1.4132e+18,"Colombia | ""The response of the state was characterized by an excessive and disproportionate use of force, in many cases, including lethal force,"" the IACHR President Antonia Urrejola said. https://t.co/8mvE9FziZ8 #ParoNacional #SOSColombia #ACAB",en,False,False,1.0,1.0,1.0,0.0,,,,456794981.0,OLAASM,#ACAB,False,1.41e+18,456794981.0,"#ParoNacional , #SOSColombia , #ACAB",,https://t.co/8mvE9FziZ8,[],2021-07-09,"['colombia', 'response', 'state', 'characterize', 'excessive', 'disproportionate', 'use', 'force', 'many', 'case', 'include', 'lethal', 'force', 'iachr', 'president', 'antonia', 'urrejola', 'say', 'paronacional', 'soscolombia', 'acab']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['colombia', 'response', 'state', 'characterize', 'excessive', 'disproportionate', 'use', 'force', 'many', 'case', 'include', 'lethal', 'force', 'iachr', 'president', 'antonia', 'urrejola', 'say']",Twitter,en,,,
4373,2021-07-08T21:56:58+00:00,1.41326e+18,1.41326e+18,#SOSColombiaDDHH Duque's government ignores IACHR report on human rights violations during the national strike @dwnews @EamonGilmore @JMVivancoHRW #ParoNacional7Jul #SOSColombiaDDHH #SOSColombiaDDHH #SOSColombiaDDHH #SOSColombiaDDHH #SOSColombiaDDHH #SOSColombiaDDHH #SOSColombia,en,False,False,0.0,1.0,0.0,0.0,1.41e+18,,,1149872456.0,andresconde73,Andres Conde 🇨🇴 🇵🇸,False,,,"#SOSColombiaDDHH , #ParoNacional7Jul , #SOSColombiaDDHH , #SOSColombiaDDHH , #SOSColombiaDDHH , #SOSColombiaDDHH , #SOSColombiaDDHH , #SOSColombiaDDHH , #SOSColombia","dwnews , EamonGilmore , JMVivancoHRW",,[],2021-07-08,"['soscolombiaddhh', 'duques', 'government', 'ignores', 'iachr', 'repo', 'human', 'right', 'violation', 'national', 'strike', 'paronacional', 'jul', 'soscolombiaddhh', 'soscolombiaddhh', 'soscolombiaddhh', 'soscolombiaddhh', 'soscolombiaddhh', 'soscolombiaddhh', 'soscolombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['duques', 'government', 'ignores', 'iachr', 'repo', 'human', 'right', 'violation', 'national', 'strike']",Twitter,en,,,
4375,2021-07-08T17:39:08+00:00,1.41319e+18,1.41319e+18,"S. Orbis Terrarum 
Work in progress 
📸: @bairo 
.
.
.
.
.
.
#arte #art #artist #contemporaryart #drawing  #contemporaryart #artcontemporain #cultura #a #love #instaart #codigos  #artwork #photography #artista #cali #soscolombia #colombiaresiste #artgallery #fotografia #instagood https://t.co/QaOizEYkxz",en,False,False,0.0,2.0,0.0,0.0,,,,104312850.0,BairoMartinez,Bairo Martínez,False,,,"#arte , #art , #artist , #contemporaryart , #drawing , #contemporaryart , #artcontemporain , #cultura , #a , #love , #instaart , #codigos , #artwork , #photography , #artista , #cali , #soscolombia , #colombiaresiste , #artgallery , #fotografia , #instagood",Bairo,,"[{""url"": ""https://pbs.twimg.com/media/E5ypnDeXsAM1LTz.jpg"", ""type"": ""photo""}, {""url"": ""https://pbs.twimg.com/media/E5ypoPuWUAcaXXc.jpg"", ""type"": ""photo""}, {""url"": ""https://pbs.twimg.com/media/E5yppmgWEAYMLLY.jpg"", ""type"": ""photo""}]",2021-07-08,"['orbis', 'terrarum', 'work', 'progress', 'arte', 'artist', 'contemporarya', 'draw', 'contemporarya', 'artcontemporain', 'cultura', 'love', 'instaa', 'codigos', 'artwork', 'photography', 'artista', 'cali', 'soscolombia', 'colombiaresiste', 'artgallery', 'fotografia', 'instagood']",['📸'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['orbis', 'terrarum', 'work', 'progress']",Twitter,en,,,
4453,2021-07-07T14:37:20+00:00,1.4127827907525755e+18,1.4127827907525755e+18,"#SOSColombiaNosEstanMatando #SOSColombia #SOSColombiaEnDictadura 

@UN / @IntlCrimCourt do something about it!",en,False,False,0.0,1.0,1.0,0.0,1.412763841818157e+18,,,1.202180860876927e+18,tragnesia,tragnesia,False,,,"#SOSColombiaNosEstanMatando , #SOSColombia , #SOSColombiaEnDictadura","UN , IntlCrimCourt",,[],2021-07-07,"['soscolombianosestanmatando', 'soscolombia', 'soscolombiaendictadura', 'something']",[],[],oscolombiaendictadura_ENGLISH_tweets_stweet.csv,['something'],Twitter,en,,,
