,Datetime,Tweet Id,Text,Username
0,2021-08-18 00:03:07+00:00,1427783076504035337,@psico_kaizen Fuera #fueravenezolanos,Maxiespin8221
1,2021-08-12 14:15:12+00:00,1425823186059419649,"@Santi21457893 Felicitaciones, hay que seguirles dando duro a esos hptas, no les den trabajo, posada y mucho menos dinero o limosna. #fueravenezolanos",uribesial2022
2,2021-08-12 00:04:16+00:00,1425609039023677447,"No más. No aguantamos más violencia a manos de venezolanos, hemos sufrido violencia desde siempre. No más, no controlamos los nacionales ahora menos los delincuentes extranjeros. #fueraVenezolanos",sassena09
3,2021-08-11 19:51:49+00:00,1425545510669127685,@VickyDavilaH #fueravenezolanos fueraaaaaaaaaa,DjRolita
4,2021-08-11 19:50:35+00:00,1425545200319991809,@WaRRiOr60023681 @VickyDavilaH #fueravenezolanos infelices porque no se largan para su país,DjRolita
5,2021-08-11 19:28:04+00:00,1425539531147730947,@IvanDuque @PoliciaColombia #fueravenezolanos,Vivi73973193
6,2021-08-11 19:27:35+00:00,1425539410666393608,@Puntodequiebr15 #fueravenezolanos,Vivi73973193
7,2021-08-11 19:26:42+00:00,1425539187986640900,@VickyDavilaH #fueravenezolanos,Vivi73973193
8,2021-08-11 18:52:27+00:00,1425530570990395401,"@NoticiasCaracol Hasta cuando nos tendremos que aguantar estos venezolanos asesinos, delincuentes, #fueravenezolanos",MAURICIOBIN551
9,2021-08-11 18:37:59+00:00,1425526927964741632,@UltimaHoraBLU Increíble Bogotá está en manos de HP venezolanos que no les importa disparar contra la vida de una persona #fueravenezolanos,ceandresss
10,2021-08-11 09:50:38+00:00,1425394215962431490,"TODOS dejamos el globalista censurador twatter, suprime la verdad hace meses había cientos de tweets (docenas diarios) con el #FueraVenezolanos ahora hay pocos silencian el hecho que NADIE los quiere y deben largarse de NL, les durara poco el teatro no saben la que se les viene",FPNuevoLeon
11,2021-08-10 16:09:01+00:00,1425127050612989955,"Asco de programa @aztecanoreste @CadaManana7 pagarán y rendirán cuentas cuando recuperemos NL, quiten detestable sudaca Antronella; que vuelva @JazminconJ @SandraCanales @Nansalinas7 pongan REGIAS por eso @genteregiatv con @katyamtz les gana rating #FueraSudacas #FueraVenezolanos",FPNuevoLeon
