,Datetime,Tweet Id,Text,Username
0,2021-08-23 01:36:12+00:00,1429618442601209860,@PoliciaCali @FiscaliaCol @DIJINPolicia #vandalosasesinos #PrimeralineaAsesina Vamos a ayudar a agarrar este hampon #petrista desgraciado. https://t.co/Qabz28Grk1 https://t.co/DjneODxtBV,JBlackBerry10
1,2021-08-21 19:45:23+00:00,1429167770659401729,Yo:SLOE #graffiti #graffart #ArtistOnTwitter #artist #bombingscience #chrome #comeback #fresh #funky #home #instagram #new #saturday #snapchat #SubscribeNow #Twitter #VandalosAsesinos https://t.co/mTKebOhtaw,homevandal1
2,2021-08-15 06:08:47+00:00,1426787937824526337,"@iEpaOficial Mucho arrepentimiento? Pero estoy seguro que si no la condenan, nunca le hubiera importado, así que, a pagar cana y agradezca que no le dieron más, por q se merece mínimo 10 años, al igual q todos los #vandalosasesinos #PrimeraLineaTerrorista y sus financiadores",JBlackBerry10
3,2021-08-13 02:56:35+00:00,1426014792230350849,"@fernandoposada_ @todoscolombia La condena a #epacolombia fue muy poca, debieron darle más, y así también deben terminar TODOS  los #vandalosasesinos #primeralineaterrorista #primeralineaasesina y a @GustavoBolivar #bolivarasesinodepolicias",JBlackBerry10
4,2021-08-13 02:38:29+00:00,1426010238310879235,Será que esos #VandalosAsesinos del alma de claudia ¿harían lo mismo en san Victorino? ¿Qué pasa que no se defiende la #GenteDeBien únanse que esos #primeralineaterrorista son cobardes y denles duro. https://t.co/zA8e3zyLdU,Charlie_sl73
5,2021-08-13 02:09:11+00:00,1426002865210990596,"@CatalinaSuarezB DESPROPORCION?? A que jugamos? Entonces una vandala desadaptada POR FIN algo de justicia le aplican y es desproporcionado????  Por eso #Colombia es un plátanal, NO, para nada es desproporcionada, es más, fue muy laxa y baja, debió ser más igual q para todos los #vandalosasesinos",JBlackBerry10
6,2021-08-12 17:27:34+00:00,1425871597353775106,"Sueltan a los jijueputas q quemaron el bus xq era la 1a.vez q 'vandalizaban',dejarán libre al malparido asesino del policía xq es'extranjero'y todo sigue como si nada,¿cuántos buses tienen q quemar esos #VandalosAsesinos y cuantos policías tienen q asesinar p'q la justicia opere?",mariavikycorrea
7,2021-08-12 15:32:02+00:00,1425842522434252804,"#InseguridadEs los alcaldes de Cali, Medellín y @Bogota son auspiciadores de los #vandalosasesinos #primeralineaterrorista",JBlackBerry10
8,2021-08-11 17:58:57+00:00,1425517104049098762,"@elcuchoanticmun @ClaudiaLopez @PoliciaColombia Ojalá los policías estén bien, malparidos #VandalosAsesinos q cuida, defiende y protege la inepta y jijueputa alcaldesa. https://t.co/3saJZQyOmb",mariavikycorrea
9,2021-08-11 00:09:46+00:00,1425248036050046976,#AyudenosAIdentificarlos #vandalosasesinos #PrimeraLineaTerrorista #PrimeraLineaAsesina #bolivarasesinodepolicias https://t.co/rjSGIor0jQ,JBlackBerry10
